Distance,ratioNSP5,ratioOther
18.632,32.463,51.095
24.01,56.853,80.862
4.9635,36.208,41.172
50.232,44.282,94.514
30.053,35.288,65.341
14.831,33.504,48.334
30.797,50.803,81.6
35.492,41.447,76.938
20.825,34.289,55.114
32.886,38.286,71.171
25.196,43.344,68.541
